417	1
Pogonomyrmex.subnitidus	N
Pogonomyrmex.texanus	N
Polyrhachis.arachne	N
Polyrhachis.dives	N
Polyrhachis.hodgsoni	N
Polyrhachis.laboriosa	N
Polyrhachis.loweryi	N
Polyrhachis.moesta	N
Ponera.coarctata	N
Ponera.exotica	N
Ponera.pennsylvanica	N
Ponera.testacea	N
Prenolepis.imparis	N
Prenolepis.nitens	N
Prionopelta.amabilis	N
Prionopelta.opaca	N
Pristomyrmex.punctatus	C
Proatta.butteli	N
Probolomyrmex.boliviensis	N
Probolomyrmex.dammermani	N
Probolomyrmex.longinodus	N
Proceratium.croceum	N
Proceratium.goliath	N
Proceratium.itoi	N
Proceratium.pergandei	N
Proceratium.silaceum	N
Proformica.epinotalis	N
Protanilla.lini	N
Pseudomyrmex.concolor	N
Pseudomyrmex.ejectus	N
Pseudomyrmex.elongatus	N
Pseudomyrmex.ferrugineus	N
Pseudomyrmex.gracilis	N
Pseudomyrmex.oculatus	N
Pseudomyrmex.pallidus	N
Pseudomyrmex.penetrator	N
Pseudomyrmex.peperi	N
Pseudomyrmex.satanicus	N
Pseudomyrmex.spinicola	N
Pseudomyrmex.tenuis	N
Pseudomyrmex.termitarius	N
Rhytidoponera.chalybaea	N
Rhytidoponera.mayri	N
Rhytidoponera.metallica	N
Solenopsis.fugax	N
Solenopsis.geminata	N
Solenopsis.invicta	N
Solenopsis.picta	N
Stenamma.brevicorne	N
Stenamma.debile	N
Stenamma.diecki	N
Stenamma.impar	N
Stigmatomma.reclinatum	N
Streblognathus.aethiopicus	N
Strumigenys.emarginata	N
Strumigenys.hexamera	N
Strumigenys.lewisi	N
Strumigenys.louisianae	N
Strumigenys.lujae	N
Strumigenys.membranifera	N
Strumigenys.rogeri	N
Strumigenys.rostrata	N
Strumigenys.serrula	N
Strumigenys.solifontis	N
Tapinoma.erraticum	N
Tapinoma.madeirense	N
Tapinoma.melanocephalum	N
Tapinoma.minutum	N
Tapinoma.nigerrimum	N
Tapinoma.sessile	N
Tapinoma.subboreale	N
Tatuidris.tatusia	N
Technomyrmex.albipes	N
Temnothorax.albipennis	N
Temnothorax.ambiguus	N
Temnothorax.andrei	N
Temnothorax.crassispinus	N
Temnothorax.curvispinosus	N
Temnothorax.interruptus	N
Temnothorax.longispinosus	N
Temnothorax.nigriceps	N
Temnothorax.nylanderi	N
Temnothorax.parvulus	N
Temnothorax.rugatulus	N
Temnothorax.tuberum	N
Temnothorax.unifasciatus	N
Tetramorium.alpestre	N
Tetramorium.bicarinatum	N
Tetramorium.caespitum	N
Tetramorium.impurum	N
Tetramorium.semilaeve	N
Tetramorium.simillimum	N
Tetramorium.tsushimae	N
Tetraponera.rufonigra	N
Thaumatomyrmex.atrox	N
Thaumatomyrmex.contumax	N
Typhlomyrmex.rogenhoferi	N
Wasmannia.auropunctata	N
Xenomyrmex.floridanus	N
