it	posterior	likelihood	prior	accuracy	test_accuracy	acc_C0	acc_C1	acc_C2	acc_C3	acc_C4	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2	acc_prob	mcmc_id
4990	-1871.8395237981022	-992.6466584440127	-879.1928653540895	0.9768888888888889	0.988	1.0	0.975609756097561	0.9424778761061947	0.9692307692307692	0.9977477477477478	-0.0013193951097567685	0.7174414380746085	0.30171436941135643	1.756663815366366	0.07903404879354353	1.5494941332323162	0.46534653465346537	0
5000	-1865.64189778426	-985.863818951955	-879.7780788323051	0.9773333333333334	0.992	1.0	0.9778270509977827	0.9424778761061947	0.9692307692307692	0.9977477477477478	-0.001018430744049409	0.7175398001737698	0.30848856707470323	1.7660973956843071	0.0807018091403928	1.5509821143558444	0.45544554455445546	0
5010	-1849.56726897635	-968.6777478623169	-880.8895211140331	0.9728888888888889	0.984	1.0	0.9556541019955654	0.9380530973451328	0.9736263736263736	0.9977477477477478	-0.0004125405630648546	0.7184149011792615	0.3031843672328317	1.7633287256269865	0.08316846473070931	1.5694888500845363	0.48514851485148514	0
5020	-1843.5984708527208	-962.5317016945655	-881.0667691581552	0.9675555555555555	0.98	1.0	0.9290465631929047	0.9380530973451328	0.9736263736263736	0.9977477477477478	0.00011139528099590943	0.7175839630164224	0.29278595730115436	1.7690634043178806	0.07542976752436012	1.577999154487163	0.4752475247524752	0
5030	-1840.959330960855	-959.5112233451914	-881.4481076156636	0.9737777777777777	0.988	1.0	0.9623059866962306	0.9380530973451328	0.9714285714285714	0.9977477477477478	-0.0002117766784813596	0.7183577674593951	0.293025776309624	1.7663661843782223	0.07339916226594059	1.581116880202774	0.504950495049505	0
5040	-1828.4263550954797	-946.4256782821974	-882.0006768132824	0.9715555555555555	0.984	1.0	0.9490022172949002	0.9380530973451328	0.9736263736263736	0.9977477477477478	-0.0008586176018731614	0.7183454307424063	0.29395483002759965	1.7652006674258434	0.07556234102690275	1.5936703823969858	0.5148514851485149	0
5050	-1826.443422059143	-944.0491296389723	-882.3942924201706	0.9706666666666667	0.98	1.0	0.9445676274944568	0.9380530973451328	0.9736263736263736	0.9977477477477478	-0.00031265056689054117	0.718762776120183	0.2948778336152319	1.7673851920618644	0.0787956694060668	1.5955757625188278	0.504950495049505	0
5060	-1824.4400333694184	-941.752843852984	-882.6871895164343	0.9706666666666667	0.984	1.0	0.9445676274944568	0.9380530973451328	0.9736263736263736	0.9977477477477478	-0.0002851253010927729	0.7198392502543892	0.2997826052567637	1.7623889620177022	0.08346017406865015	1.5949484491170318	0.48514851485148514	0
5070	-1819.9370112689035	-935.8319772563761	-884.1050340125273	0.9746666666666667	0.988	0.9955357142857143	0.9733924611973392	0.9380530973451328	0.9692307692307692	0.9977477477477478	-0.0003787450094233778	0.7222269575269714	0.2934788352683214	1.7633150442313295	0.07868255115442824	1.6019041212972465	0.5148514851485149	0
5080	-1816.2723788021347	-931.6680785191918	-884.6043002829429	0.9751111111111112	0.988	1.0	0.9778270509977827	0.9380530973451328	0.9626373626373627	0.9977477477477478	-0.00022737597428183694	0.7224494915866603	0.2776158172960571	1.7681608948278706	0.08074928185775747	1.6079439685049883	0.5346534653465347	0
5090	-1810.0428845168967	-924.6464814655706	-885.3964030513262	0.9764444444444444	0.988	1.0	0.9933481152993349	0.9402654867256637	0.9516483516483516	0.9977477477477478	6.675696059486106e-05	0.7225303760103807	0.2803441537391142	1.7723634174901453	0.08303017241526045	1.6191840154875068	0.5247524752475248	0
5100	-1802.0258047253353	-916.2196238464446	-885.8061808788907	0.9764444444444444	0.988	1.0	0.9822616407982262	0.9402654867256637	0.9626373626373627	0.9977477477477478	0.0010193170663668877	0.7239566051327996	0.27119312009112595	1.7671702671193372	0.08387646874011528	1.6200076124320189	0.5445544554455446	0
5110	-1797.7269818539335	-912.7948964391807	-884.9320854147529	0.9755555555555555	0.988	0.9955357142857143	0.9733924611973392	0.9402654867256637	0.9714285714285714	0.9977477477477478	0.0021202138347384174	0.7218895638596585	0.2798102153040023	1.7638527311348002	0.08131169433230868	1.623596033958648	0.5445544554455446	0
5120	-1794.8437360489402	-909.6861273440925	-885.1576087048478	0.9755555555555555	0.984	0.9955357142857143	0.9733924611973392	0.9402654867256637	0.9714285714285714	0.9977477477477478	0.0021202138347384174	0.7218895638596585	0.2847852429537278	1.768148639300374	0.07870771508850906	1.6237397046407422	0.504950495049505	0
5130	-1790.7149347921234	-905.0197713920387	-885.6951634000847	0.976	0.984	0.9955357142857143	0.975609756097561	0.9402654867256637	0.9714285714285714	0.9977477477477478	0.0008859848780918951	0.7228053914436635	0.2843717594317943	1.7698906696844512	0.08015841412928833	1.6245154090141694	0.46534653465346537	0
5140	-1782.9461153745492	-896.898451561911	-886.0476638126381	0.9737777777777777	0.98	0.9955357142857143	0.9623059866962306	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.001085255269080227	0.7224157675846655	0.2967602165932732	1.7787101861362242	0.08168208261450986	1.625493090316709	0.45544554455445546	0
5150	-1775.78490383928	-889.5837901925627	-886.2011136467173	0.9724444444444444	0.98	0.9955357142857143	0.9556541019955654	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0022311695006888184	0.722357997488364	0.2926587982395765	1.782419287713134	0.0881061255232369	1.6260608664865912	0.46534653465346537	0
5160	-1773.869386181108	-887.9469197117578	-885.9224664693503	0.9768888888888889	0.992	0.9955357142857143	0.9822616407982262	0.9402654867256637	0.9692307692307692	0.9977477477477478	0.003128835729478302	0.7221813988238567	0.29328963783396744	1.7809268127999254	0.08754364314364944	1.6232866767391672	0.46534653465346537	0
5170	-1769.2381276415022	-882.5935752923817	-886.6445523491203	0.9822222222222222	0.984	1.0	0.9933481152993349	0.9601769911504425	0.9604395604395605	0.9977477477477478	0.0039662830859736545	0.7235078835624511	0.3056902368398014	1.7811179999931959	0.08084112300911957	1.6237403293263788	0.43564356435643564	0
5180	-1761.1842271483583	-873.7881038260011	-887.3961233223571	0.9791111111111112	0.988	1.0	0.9889135254988913	0.9469026548672567	0.9626373626373627	0.9977477477477478	0.0022166125846282644	0.7249189201006715	0.30618732575956836	1.780839467353568	0.08301679679740721	1.6258795367614656	0.42574257425742573	0
5190	-1752.8153147254548	-864.7046136931073	-888.1107010323475	0.976	0.988	0.9977678571428571	0.9711751662971175	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0035582425548219983	0.7262519105649292	0.3044542560055817	1.7865986959956737	0.08076333460192378	1.6229047815490232	0.43564356435643564	0
5200	-1746.8678673709446	-858.3493948524198	-888.5184725185247	0.9768888888888889	0.988	1.0	0.9711751662971175	0.9424778761061947	0.9736263736263736	0.9977477477477478	0.002511637251118142	0.7265671676060326	0.3124538898754784	1.7902341896203569	0.08315256564696501	1.6235851842893347	0.40594059405940597	0
5210	-1743.7658582014544	-854.8448176364902	-888.9210405649642	0.972	0.984	1.0	0.9490022172949002	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0028457851276278714	0.7273533061259854	0.3107794279000953	1.7908932625457172	0.08149848397644065	1.624075133222276	0.39603960396039606	0
5220	-1734.056142536371	-844.8666984437805	-889.1894440925905	0.976	0.984	1.0	0.9667405764966741	0.9424778761061947	0.9736263736263736	0.9977477477477478	0.003984010749605491	0.7269389563275518	0.32013537201061965	1.7933999982352433	0.09233290427344837	1.6290835351878001	0.44554455445544555	0
5230	-1730.7667255465396	-841.331181447991	-889.4355440985487	0.98	0.992	1.0	0.9778270509977827	0.9513274336283186	0.9736263736263736	0.9977477477477478	0.004794881274272446	0.7268025826430421	0.32317708843095505	1.798535012687379	0.09751968448067837	1.6298501301581798	0.46534653465346537	0
5240	-1726.14318374173	-836.1394357844233	-890.0037479573066	0.9755555555555555	0.984	0.9977678571428571	0.9667405764966741	0.9424778761061947	0.9736263736263736	0.9977477477477478	0.0027630198916264526	0.7276343486997272	0.3198922769230104	1.7995395598148818	0.09066645723568124	1.633661298661408	0.4752475247524752	0
5250	-1719.8518282233135	-828.6283510319013	-891.2234771914123	0.9755555555555555	0.984	1.0	0.9600886917960089	0.9469026548672567	0.9736263736263736	0.9977477477477478	0.003887721937714265	0.7296694749429612	0.3172852004607021	1.799832847183765	0.09308381411241738	1.639144598258044	0.48514851485148514	0
5260	-1720.628767727461	-829.3098925978662	-891.3188751295949	0.9702222222222222	0.98	0.9955357142857143	0.9445676274944568	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0030397459183453706	0.7305532098783412	0.32612311201775823	1.794900179641569	0.09324751896894475	1.6357743713820756	0.46534653465346537	0
5270	-1706.4059992301354	-813.8820286344778	-892.5239705956576	0.9817777777777777	0.988	1.0	0.975609756097561	0.9623893805309734	0.9736263736263736	0.9977477477477478	0.003592311107269244	0.7322133431119157	0.32900019666927294	1.7951904785705557	0.09530998718390406	1.6435892485025976	0.46534653465346537	0
5280	-1700.0196451020306	-805.4907922758302	-894.5288528262004	0.984	0.992	1.0	0.9822616407982262	0.9668141592920354	0.9736263736263736	0.9977477477477478	0.0013248080557101902	0.7355571322176727	0.3348980181451066	1.7945152519981773	0.09056596334719842	1.6523373844607314	0.4752475247524752	0
5290	-1687.8421297688333	-793.326462788486	-894.5156669803472	0.9737777777777777	0.984	0.9955357142857143	0.9556541019955654	0.9469026548672567	0.9736263736263736	0.9977477477477478	0.0030223539967236626	0.7345976722646383	0.337745011325048	1.8004426117188403	0.09176836074732038	1.6552044964794892	0.4752475247524752	0
5300	-1683.1242330954947	-788.2315365839551	-894.8926965115395	0.9777777777777777	0.984	1.0	0.9645232815964523	0.9535398230088495	0.9736263736263736	0.9977477477477478	0.0033204389298610013	0.7353290692707669	0.3395128248903636	1.7989005889637042	0.09174583241730613	1.6569529452167997	0.45544554455445546	0
5310	-1680.2167580317519	-785.3460363159728	-894.8707217157789	0.9751111111111112	0.984	1.0	0.9623059866962306	0.9424778761061947	0.9736263736263736	0.9977477477477478	0.0033671682062161356	0.73502710580798	0.34867789892608997	1.7967564673352174	0.0860796639167471	1.6600208954289617	0.4752475247524752	0
5320	-1682.877439724512	-787.6514165150445	-895.2260232094676	0.9835555555555555	0.992	1.0	0.9800443458980045	0.9668141592920354	0.9736263736263736	0.9977477477477478	0.0028675990127796326	0.7350176489274657	0.3539740739469714	1.795268521126719	0.08644302111837664	1.6676358373290716	0.4752475247524752	0
5330	-1668.4522936360727	-773.2103295200106	-895.2419641160621	0.9782222222222222	0.992	1.0	0.9778270509977827	0.9424778761061947	0.9736263736263736	0.9977477477477478	0.002764688237201763	0.7342966541009778	0.35912017464895024	1.801639739059747	0.09002256952198281	1.6679020588050957	0.46534653465346537	0
5340	-1670.157864986076	-774.8256149879788	-895.3322499980972	0.9764444444444444	0.992	0.9955357142857143	0.975609756097561	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0034441442716721575	0.7348354501781355	0.3624570576996633	1.7967539633577367	0.08795040195679968	1.6685181243439424	0.4752475247524752	0
5350	-1671.2694113500459	-774.6427279146667	-896.6266834353792	0.9786666666666667	0.992	1.0	0.9866962305986696	0.9402654867256637	0.9692307692307692	0.9977477477477478	0.0041902468508672195	0.7377699068489205	0.3563325693221438	1.8015343898222258	0.07950395080877172	1.6639373687281414	0.49504950495049505	0
5360	-1668.3702811408398	-771.0299964966398	-897.3402846442001	0.9768888888888889	0.988	0.9955357142857143	0.975609756097561	0.9424778761061947	0.9736263736263736	0.9977477477477478	0.0050862939706906255	0.7378778290141216	0.3629206884321349	1.8141383406784115	0.07790467172367081	1.6646359098181158	0.5346534653465347	0
5370	-1662.7885416320082	-764.6010957167177	-898.1874459152905	0.98	0.992	1.0	0.9800443458980045	0.9491150442477876	0.9736263736263736	0.9977477477477478	0.005124163054911095	0.7397579894420548	0.360620038212587	1.813057721392889	0.078551801925447	1.6651624714334434	0.5148514851485149	0
5380	-1651.0500293618065	-751.7044179430209	-899.3456114187857	0.9813333333333333	0.992	1.0	0.9800443458980045	0.9557522123893806	0.9736263736263736	0.9977477477477478	0.005435229765656531	0.7416673467086143	0.36592012555030734	1.8155878458415091	0.07767770415501905	1.6669856135296186	0.5346534653465347	0
5390	-1640.536471787163	-739.891194807599	-900.645276979564	0.9817777777777777	0.992	1.0	0.9844789356984479	0.9535398230088495	0.9736263736263736	0.9977477477477478	0.0034578447771721173	0.742448017897484	0.36647796935391747	1.8254054328706617	0.07489009629152506	1.6767350156232115	0.5346534653465347	0
5400	-1635.5189913704144	-734.645206755353	-900.8737846150615	0.9782222222222222	0.992	0.9977678571428571	0.9822616407982262	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0027606238382820265	0.7421554729013656	0.3715081021163509	1.8286290231920317	0.0796121527895448	1.6799979264729592	0.5544554455445545	0
5410	-1635.7371217445955	-734.9286223874797	-900.8084993571158	0.9791111111111112	0.992	1.0	0.9778270509977827	0.9469026548672567	0.9736263736263736	0.9977477477477478	0.0038904249730194102	0.7421651137807236	0.37755460653244866	1.8283657032893708	0.08317385508464836	1.6775051180758451	0.5346534653465347	0
5420	-1630.645290424223	-729.392519228441	-901.2527711957821	0.9791111111111112	0.992	1.0	0.975609756097561	0.9491150442477876	0.9736263736263736	0.9977477477477478	0.004116687877891766	0.7425441858485176	0.3825470556763834	1.8355915326216539	0.08539110874386123	1.6751112126895258	0.49504950495049505	0
5430	-1621.620660754712	-719.8230175973331	-901.797643157379	0.9791111111111112	0.992	1.0	0.975609756097561	0.9491150442477876	0.9736263736263736	0.9977477477477478	0.004053786517019329	0.7430672956907228	0.3807368614783346	1.8365570566091294	0.08698235722389039	1.6803799840009137	0.5148514851485149	0
5440	-1616.4672203078055	-713.45170518735	-903.0155151204556	0.9777777777777777	0.988	1.0	0.975609756097561	0.9424778761061947	0.9736263736263736	0.9977477477477478	0.004804874562321422	0.7442294979328531	0.38121711451973267	1.8463266655252566	0.08024722647664516	1.6848408403130712	0.49504950495049505	0
5450	-1616.005416979122	-712.6940455768613	-903.3113714022606	0.9791111111111112	0.992	1.0	0.975609756097561	0.9491150442477876	0.9736263736263736	0.9977477477477478	0.003641778986682065	0.7457266342831065	0.37408636119494515	1.8455332399421458	0.07382305652894869	1.6789739257485767	0.48514851485148514	0
5460	-1603.1353110322036	-697.6413750144577	-905.4939360177459	0.9791111111111112	0.992	1.0	0.9822616407982262	0.9424778761061947	0.9736263736263736	0.9977477477477478	0.00413575369884432	0.7480924270398744	0.38030792192744495	1.8638440392751645	0.07733191968283432	1.6816478078105457	0.48514851485148514	0
5470	-1601.8535089548632	-696.2029587488026	-905.6505502060604	0.9853333333333333	0.992	1.0	0.991130820399113	0.9646017699115044	0.9736263736263736	0.9977477477477478	0.004174465750653981	0.7474421425102663	0.3797808951166575	1.874109003472175	0.07306491220357231	1.6817018745368177	0.5148514851485149	0
5480	-1590.303151473499	-683.5870857247158	-906.716065748783	0.984	0.992	1.0	0.9866962305986696	0.9623893805309734	0.9736263736263736	0.9977477477477478	0.002073740607771763	0.7483901136922523	0.37645204290616746	1.8803178456178893	0.07808478258216163	1.6885195656320517	0.49504950495049505	0
5490	-1581.8058897918004	-674.1324908000738	-907.6733989917265	0.9831111111111112	0.992	1.0	0.9955654101995566	0.9491150442477876	0.9736263736263736	0.9977477477477478	0.002233812446863135	0.7489268532754815	0.3744863131339708	1.8847050651005797	0.06670666096339685	1.6990801844707633	0.504950495049505	0
5500	-1580.9529692189058	-673.3644980660781	-907.5884711528278	0.9813333333333333	0.992	0.9955357142857143	0.9955654101995566	0.9446902654867256	0.9736263736263736	0.9977477477477478	0.002342492689340189	0.7494184513539839	0.3731628627198094	1.8818523596326173	0.06807116848606719	1.6956066602785824	0.49504950495049505	0
5510	-1572.0411103072724	-663.6257260765699	-908.4153842307026	0.9782222222222222	0.996	1.0	0.975609756097561	0.9402654867256637	0.978021978021978	0.9977477477477478	0.002931534313868682	0.7509681476485156	0.38588792762340013	1.8801096708962102	0.07057983968044253	1.6963509218227648	0.5148514851485149	0
5520	-1563.782410267436	-654.7012681528201	-909.0811421146159	0.9804444444444445	0.992	1.0	0.991130820399113	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0026760447015935418	0.7519759993008894	0.4001001819732104	1.8754163423510304	0.06756834194332918	1.7016173864587103	0.5346534653465347	0
5530	-1564.7290420377071	-655.0479936154118	-909.6810484222954	0.9804444444444445	0.996	0.9955357142857143	0.9955654101995566	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0015666897787359857	0.7523431308349972	0.40385240811878814	1.8805995436821001	0.06291054872759741	1.7046067780644987	0.5148514851485149	0
5540	-1559.6399535682974	-648.7919257259839	-910.8480278423135	0.9804444444444445	0.992	1.0	0.9933481152993349	0.9380530973451328	0.9736263736263736	0.9977477477477478	0.003786093796438137	0.7546671529998954	0.4086078856628859	1.8791246483849753	0.06863301498685069	1.7056264924366296	0.504950495049505	0
5550	-1549.2333502599338	-637.9318478765392	-911.3015023833946	0.98	0.992	1.0	0.991130820399113	0.9380530973451328	0.9736263736263736	0.9977477477477478	0.003194469871524816	0.754532308491173	0.4126136438439401	1.8797795216592963	0.0724865755829506	1.7142014067785585	0.5247524752475248	0
5560	-1531.6863040003732	-619.5524876604007	-912.1338163399726	0.9804444444444445	0.992	1.0	0.991130820399113	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0026809477902595092	0.7561441480582395	0.428550344795657	1.8806028457856752	0.07342788200078403	1.7111995586969513	0.5247524752475248	0
5570	-1517.6062502222258	-603.4828992415745	-914.1233509806514	0.9813333333333333	0.992	1.0	0.9955654101995566	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0022421284847941995	0.7585333028765859	0.4330844611207036	1.8853239290779649	0.07199921555402392	1.7221558322716548	0.5445544554455446	0
5580	-1515.9898538127914	-602.0208719483378	-913.9689818644537	0.9804444444444445	0.992	1.0	0.991130820399113	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0008890880760263426	0.7578793728687552	0.43327532604780056	1.8868569700500206	0.06820399774384392	1.7240503929703064	0.5544554455445545	0
5590	-1509.872121434864	-595.3058760329882	-914.5662454018759	0.984	0.996	1.0	0.9977827050997783	0.9513274336283186	0.9736263736263736	0.9977477477477478	-0.00023226207398506366	0.7582624236363311	0.42717497696948475	1.8958864641760766	0.07930941180489261	1.7245480471403625	0.5247524752475248	0
5600	-1506.1855915953686	-591.2635459104242	-914.9220456849444	0.984	0.996	1.0	0.9977827050997783	0.9513274336283186	0.9736263736263736	0.9977477477477478	3.694515461834316e-05	0.7585318047153291	0.42909456238008387	1.8983806219449761	0.07488241921154683	1.7264116021409555	0.5247524752475248	0
5610	-1493.891978065337	-576.7151735075624	-917.1768045577746	0.9826666666666667	0.996	1.0	0.9933481152993349	0.9402654867256637	0.9824175824175824	0.9977477477477478	0.0009093704093112033	0.7605787544299137	0.4436916393850959	1.9110826887956949	0.07723425553565569	1.7358461458774788	0.5346534653465347	0
5620	-1485.8611594075783	-567.4479787686031	-918.4131806389752	0.9822222222222222	1.0	1.0	0.9955654101995566	0.9402654867256637	0.978021978021978	0.9977477477477478	-0.0004496435015625772	0.7620671575240537	0.4458272998116027	1.9105983949124334	0.07574646925076814	1.7456915922156317	0.5643564356435643	0
5630	-1484.8879033299902	-566.4009698525646	-918.4869334774256	0.984	0.996	1.0	1.0	0.9491150442477876	0.9736263736263736	0.9977477477477478	-0.0014041458664193513	0.7622969599719912	0.449566062378249	1.9139079301220272	0.06567264859919837	1.7415315817239718	0.594059405940594	0
5640	-1479.5117426699917	-559.854735039292	-919.6570076306997	0.9822222222222222	1.0	1.0	0.9977827050997783	0.9402654867256637	0.9758241758241758	0.9977477477477478	-0.0019862736506293527	0.7645708847152484	0.45214298042786666	1.9193672603797773	0.07062299421654548	1.7368868114098812	0.6237623762376238	0
5650	-1472.6289614604525	-551.5539083416484	-921.0750531188042	0.9817777777777777	1.0	1.0	0.9955654101995566	0.9380530973451328	0.978021978021978	0.9977477477477478	-0.003431147417693617	0.7660402160083537	0.45800153302030344	1.9289023251702275	0.06975582610230165	1.7401917769413664	0.5841584158415841	0
5660	-1467.6905584069536	-545.7228601216093	-921.9676982853442	0.9817777777777777	0.996	1.0	1.0	0.9380530973451328	0.9736263736263736	0.9977477477477478	-0.003794251861905534	0.7679140620588469	0.46860597023722017	1.9309587869981562	0.06843056161074842	1.735448264834345	0.5544554455445545	0
5670	-1464.6395564063444	-542.3520662613907	-922.2874901449536	0.9822222222222222	1.0	1.0	0.9977827050997783	0.9380530973451328	0.978021978021978	0.9977477477477478	-0.0039531166173967045	0.7685474510720851	0.4665617351643691	1.932222443707042	0.06889619534498201	1.7348699612252607	0.48514851485148514	0
5680	-1460.0983000418523	-535.6346888714472	-924.463611170405	0.9831111111111112	0.996	1.0	0.9955654101995566	0.9380530973451328	0.9846153846153847	0.9977477477477478	-0.0016096689968814512	0.7709609146051508	0.4607423217275043	1.9547497013707167	0.06846138016298671	1.7341998988287441	0.504950495049505	0
5690	-1458.4505754971178	-533.4805610729562	-924.9700144241615	0.9831111111111112	1.0	1.0	0.9977827050997783	0.9380530973451328	0.9824175824175824	0.9977477477477478	-0.00019615738085858314	0.771635523772916	0.46468700776938376	1.9614619897916363	0.0633652657007136	1.730545437673521	0.504950495049505	0
5700	-1454.155370423938	-528.8857152834178	-925.2696551405202	0.9826666666666667	1.0	1.0	0.9977827050997783	0.9380530973451328	0.9802197802197802	0.9977477477477478	5.1333256881277986e-05	0.7720636262754341	0.46238420884076215	1.966445512083025	0.06368323267186954	1.7280313227360506	0.5148514851485149	0
5710	-1450.6907586722095	-525.0767194898065	-925.6140391824032	0.9826666666666667	0.996	1.0	1.0	0.9424778761061947	0.9736263736263736	0.9977477477477478	0.0011180554350782301	0.7725994564791426	0.47092645269364597	1.961178430779698	0.07246813013952945	1.7322721625637059	0.5247524752475248	0
5720	-1450.9634547314076	-525.3195758720874	-925.6438788593201	0.9835555555555555	1.0	1.0	0.9977827050997783	0.9402654867256637	0.9824175824175824	0.9977477477477478	0.0009072974622061664	0.7728704568889069	0.4682130848044458	1.9564827387687942	0.07509417618937203	1.735193505665714	0.5148514851485149	0
5730	-1446.3823778452747	-519.6052105517088	-926.777167293566	0.9826666666666667	0.996	1.0	0.991130820399113	0.9380530973451328	0.9868131868131869	0.9977477477477478	0.0016552969177642222	0.7754580957432241	0.4690199015447068	1.9449471262286953	0.07426403840270715	1.742967061521475	0.5148514851485149	0
5740	-1432.6808555450657	-506.18829549024343	-926.4925600548222	0.9822222222222222	0.996	1.0	1.0	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0005909252063113102	0.7737244010840104	0.46839707885272547	1.952473096735324	0.07071390360375959	1.7472454426913975	0.5247524752475248	0
5750	-1426.7465009957923	-497.61165873983333	-929.1348422559589	0.9835555555555555	1.0	1.0	0.9955654101995566	0.9380530973451328	0.9868131868131869	0.9977477477477478	-0.0011742436497436184	0.7779142150103577	0.4626270856484791	1.966214010795004	0.0654188810878344	1.7466060564539934	0.5643564356435643	0
5760	-1425.1125737076786	-494.60158598313603	-930.5109877245427	0.9831111111111112	0.996	1.0	1.0	0.9380530973451328	0.9802197802197802	0.9977477477477478	-0.00019871548072815658	0.7804883142009083	0.4629884019160981	1.9683717746169407	0.06766806547509302	1.7461881524977745	0.5742574257425742	0
5770	-1427.9142235242884	-496.7991398750798	-931.1150836492086	0.9817777777777777	0.996	1.0	1.0	0.9380530973451328	0.9736263736263736	0.9977477477477478	-0.0009461720825647418	0.781336596022879	0.46784951616381143	1.9697192873956322	0.0691853939257326	1.7472159071155553	0.6237623762376238	0
5780	-1425.7906925694247	-493.8457806097001	-931.9449119597244	0.9822222222222222	1.0	1.0	0.9955654101995566	0.9380530973451328	0.9802197802197802	0.9977477477477478	0.000726364798520765	0.7822748156550094	0.4700045635390335	1.970323937640775	0.07356054665920099	1.75285562191737	0.6435643564356436	0
5790	-1417.418864933686	-484.8773770065953	-932.5414879270909	0.9822222222222222	0.996	1.0	1.0	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.002601737562575409	0.7813365976014571	0.46857030032425734	1.9829158456016804	0.07522439359524749	1.7614850212758795	0.6336633663366337	0
5800	-1416.8243643948529	-484.2107446211177	-932.6136197737352	0.9822222222222222	0.996	1.0	1.0	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.002323356496698505	0.7811240637227991	0.47343479085886925	1.9810739746367245	0.07727646630651351	1.765419075718664	0.6237623762376238	0
5810	-1412.261916400149	-479.67638117239994	-932.585535227749	0.9822222222222222	0.996	1.0	1.0	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0012748736296663594	0.7810059201681908	0.46787306470621204	1.9814345880438564	0.07985065093991679	1.7668099429295565	0.594059405940594	0
5820	-1407.1434225050868	-474.010079790199	-933.1333427148879	0.9817777777777777	0.996	1.0	1.0	0.9380530973451328	0.9736263736263736	0.9977477477477478	0.00016245469597319512	0.7808872260504167	0.46623649534633643	1.9845187387172838	0.08240109638573531	1.7756108952389358	0.5643564356435643	0
5830	-1401.7583924343505	-468.46785049269994	-933.2905419416506	0.9817777777777777	0.996	1.0	1.0	0.9380530973451328	0.9736263736263736	0.9977477477477478	0.0012009658171269338	0.7814181420813877	0.4638953879831869	1.9822329803059167	0.08738047824735659	1.775971246481997	0.5643564356435643	0
5840	-1399.3686663422627	-465.6891229202663	-933.6795434219963	0.9822222222222222	0.996	1.0	1.0	0.9402654867256637	0.9736263736263736	0.9977477477477478	0.0030017064008574083	0.781555439664532	0.47460645327586776	1.9900052665161128	0.08737593085975624	1.7723328976955934	0.5544554455445545	0
5850	-1395.5172189747302	-460.7343988323763	-934.7828201423539	0.9835555555555555	1.0	1.0	1.0	0.9402654867256637	0.9802197802197802	0.9977477477477478	0.0028374768913583073	0.7832169512953464	0.4695943978287772	1.9861279215519612	0.09065390055019124	1.7819874630395223	0.5346534653465347	0
5860	-1396.1705832308896	-459.9943993302533	-936.1761839006364	0.9835555555555555	1.0	1.0	1.0	0.9380530973451328	0.9824175824175824	0.9977477477477478	0.004703215117740663	0.7860861427190456	0.4595570483446225	1.9878192181292902	0.08704093781583243	1.7818043908747208	0.5445544554455446	0
5870	-1388.2287870891055	-450.501625083611	-937.7271620054944	0.9844444444444445	1.0	1.0	1.0	0.9402654867256637	0.9846153846153847	0.9977477477477478	0.005751332438913232	0.7878527151679215	0.47127150050272165	1.993640248538027	0.08468358005643431	1.7862472820774478	0.5247524752475248	0
5880	-1384.4960643429497	-446.675364176842	-937.8207001661077	0.9831111111111112	0.996	1.0	1.0	0.9402654867256637	0.978021978021978	0.9977477477477478	0.005050093631634498	0.7882711852878843	0.46776142966408196	1.991144298333228	0.08269631533296051	1.7872810995422297	0.49504950495049505	0
5890	-1387.3200533777062	-448.30831319836295	-939.0117401793433	0.9835555555555555	1.0	1.0	1.0	0.9402654867256637	0.9802197802197802	0.9977477477477478	0.005691041953813583	0.7913663098351401	0.47006457454814515	1.9873206525076144	0.08560494494655993	1.7831754022026125	0.49504950495049505	0
5900	-1390.3626454254431	-451.19367642305644	-939.1689690023868	0.9835555555555555	0.996	1.0	1.0	0.9402654867256637	0.9802197802197802	0.9977477477477478	0.006122084601878894	0.791440646747417	0.4722427204363094	1.9854575365657559	0.08906879574202334	1.7864574954380184	0.5247524752475248	0
5910	-1387.3479870153033	-446.93258130083416	-940.4154057144692	0.9835555555555555	1.0	1.0	1.0	0.9402654867256637	0.9802197802197802	0.9977477477477478	0.005619223978915844	0.7932137485993757	0.47529131379591427	1.9831404287359615	0.08544686266587084	1.7946026431581865	0.5445544554455446	0
5920	-1384.5531639134156	-443.7744341379606	-940.7787297754551	0.984	1.0	1.0	0.9977827050997783	0.9402654867256637	0.9846153846153847	0.9977477477477478	0.004765841391626391	0.7934103648638395	0.4712091170885413	1.9869656319240723	0.08385198503516202	1.7969943551153136	0.5346534653465347	0
