species	GamOvSt	sting	eat_sug_liq	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	colonySize	min_temp	max_temp	min_hum	max_hum
Acanthomyrmex.ferox	1	1	1	-1.50786768615665	1.44659222424477	0.671789739391813	-0.099862795201247	0.23530214130608	0.272542257235996	0.0271122867151743	-2.09544681252216	0.151043863404854	-0.046579305811148	-0.19844032358601	0	0.803846153846154	0.913333333333333	0.694242424242424	0.421136363636364
Acanthomyrmex.notabilis	1	1	1	-1.50786768615462	1.44659222424223	0.671789739389157	-0.0998627952006317	0.235302141304514	0.272542257233779	0.0271122867149513	-2.09544681250282	0.151043863403403	-0.0465793058106547	-0.198440323583794	0	0.984615384615385	0.853333333333333	0.551818181818182	0.206931818181818
Acromyrmex.balzani	1	0	0	-1.66217799821625	1.65017964343319	0.95941684064208	-0.220155508266143	0.57601802104628	2.06390111356865	0.89992298409884	4.77617408802917	-0.135350147986652	-0.0364624870486673	-0.213399140594778	1	0.680769230769231	0.916666666666667	0.246060606060606	0.198863636363636
Acromyrmex.crassispinus	1	0	0	-1.66743664249204	1.65704561526541	0.968500569851397	-0.22354453614855	0.58538483818875	2.10537560767264	0.918791179347427	4.88617682212483	-0.13860047788377	-0.0374525918360127	-0.219373382978873	2	0.611538461538462	0.766666666666667	0.292727272727273	0.326136363636364
Acromyrmex.octospinosus	1	0	0	-1.67572994289184	1.6678683154428	0.982781039450887	-0.228856973969414	0.60006155679742	2.170242399618	0.94828918320186	5.05798502006657	-0.143674686849574	-0.0389960325013563	-0.228682822766365	2	0.657692307692308	0.913333333333333	0.163636363636364	0.82625
Acromyrmex.subterraneus	1	0	0	-1.65387224894845	1.63934721957229	0.945168943948487	-0.214873752237875	0.561433505038907	1.99958616053353	0.870690746406773	4.60611757201457	-0.130330524985097	-0.0349384057852813	-0.204210900191677	1	0.646153846153846	0.913333333333333	0.224242424242424	0.274090909090909
Amblyopone.australis	1	1	0	-0.437816231873023	-1.9028729732458	-0.253713489179343	0.195848054404366	-0.86881598563429	-0.199679284445882	-0.0300184374246143	0.175783531073334	1.44220131639093	2.96290961937722	-1.14328315687487	1	0.230769230769231	0.93	0.0533333333333333	0.733863636363636
Aneuretus.simoni	1	1	1	-0.257065911612376	-0.610915809865743	-2.74479553936571	-0.309021014539149	0.68185120443227	0.0279814433367619	-0.000892298034909693	0.0297894166092726	0.290023407738571	-0.118918686603749	-0.0354616962975863	0	0.861538461538461	0.88	0.7	0.447386363636364
Anochetus.kempfi	1	1	0	-0.71873019071114	-3.88891032927677	2.24246419563438	-0.289151821766568	1.16619013544368	0.205402156922477	0.0299509865173201	-0.170949202426755	-1.42447501258868	-3.8115956331469	1.77084799126444	0	0.976923076923077	0.846666666666667	0.546363636363636	0.204886363636364
Anoplolepis.gracilipes	1	0	1	2.09345867602651	0.411044981073587	0.164758746431173	0.679746924881817	0.151401783425868	-0.165656379209649	0.497102796522427	-0.0128674445048305	-0.030636150222536	0.00330053087440371	0.0144191890952604	2	0.342307692307692	0.983333333333333	0.0187878787878788	0.600340909090909
Aphaenogaster.senilis	1	0	1	-1.32467149733031	1.20577051355341	0.344147500663707	0.0192060659701973	-0.0873973603042913	-0.779374880574527	-0.3485492338483	-0.53704955668572	-0.088472908057615	0.12971704297125	0.70520313425199	1	0.35	0.646666666666667	0.0793939393939394	0.112727272727273
